check_type_bounds	sema_collect.cpp	1559
check_type_bounds	sema_collect.cpp	1560
lower_closure_expr	sema_expr.cpp	18418
lower_closure_expr	sema_expr.cpp	18419
lower_closure_expr	sema_expr.cpp	18420
