count,line,col,end_line,end_col,kind,fn,text
83309,2888,17,2888,39,if guard,logos::compiler::BorrowChecker::ref_sources_under,"if (!place_under(pl, root)) continue;"
80498,2888,41,2888,49,if guard,logos::compiler::BorrowChecker::ref_sources_under,"if (!place_under(pl, root)) continue;"
2811,2889,13,2892,10,loop body,logos::compiler::BorrowChecker::ref_sources_under,for (auto& s : srcs)
2859,2890,17,2891,37,if guard,logos::compiler::BorrowChecker::ref_sources_under,"if (std::find(out.begin(), out.end(), s) == out.end())"
2859,2890,21,2890,70,if guard,logos::compiler::BorrowChecker::ref_sources_under,"if (std::find(out.begin(), out.end(), s) == out.end())"
2856,2891,21,2891,37,statement,logos::compiler::BorrowChecker::ref_sources_under,out.push_back(s);
40060068,2897,60,2903,6,call / statement,logos::compiler::BorrowChecker::erase_ref_sources_under,void erase_ref_sources_under(const std::string& place) {
40060068,2898,13,2898,26,if guard,logos::compiler::BorrowChecker::erase_ref_sources_under,if (place.empty()) return;
4,2898,28,2898,34,if guard,logos::compiler::BorrowChecker::erase_ref_sources_under,if (place.empty()) return;
40060064,2899,9,2903,6,loop body,logos::compiler::BorrowChecker::erase_ref_sources_under,for (auto it = ref_borrow_sources_.begin(); it != ref_borrow_sources_.end();)
40818262,2899,53,2899,84,loop body,logos::compiler::BorrowChecker::erase_ref_sources_under,for (auto it = ref_borrow_sources_.begin(); it != ref_borrow_sources_.end();)
758198,2900,13,2900,95,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_sources_.erase(it) : std::next(it);"
758198,2900,18,2900,47,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_sources_.erase(it) : std::next(it);"
35170,2900,50,2900,79,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_sources_.erase(it) : std::next(it);"
723028,2900,82,2900,95,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_sources_.erase(it) : std::next(it);"
40818262,2901,50,2901,78,loop body,logos::compiler::BorrowChecker::erase_ref_sources_under,for (auto it = ref_borrow_line_.begin(); it != ref_borrow_line_.end();)
758198,2902,13,2902,92,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_line_.erase(it) : std::next(it);"
758198,2902,18,2902,47,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_line_.erase(it) : std::next(it);"
35170,2902,50,2902,76,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_line_.erase(it) : std::next(it);"
723028,2902,79,2902,92,statement,logos::compiler::BorrowChecker::erase_ref_sources_under,"it = place_under(it->first, place) ? ref_borrow_line_.erase(it) : std::next(it);"
4487534,2906,71,2914,6,call / statement,logos::compiler::BorrowChecker::store_ref_sources,"const std::string& self_name, uint32_t ln) {"
18059,2907,40,2913,10,loop body,logos::compiler::BorrowChecker::store_ref_sources,"for (auto& [sub, src] : pairs) {"
18059,2908,17,2908,38,if guard,logos::compiler::BorrowChecker::store_ref_sources,if (src.name == self_name) continue;  // a binding never borrows ITSELF
43,2908,40,2908,48,if guard,logos::compiler::BorrowChecker::store_ref_sources,if (src.name == self_name) continue;  // a binding never borrows ITSELF
18016,2909,13,2913,10,statement,logos::compiler::BorrowChecker::store_ref_sources,"auto& dst = ref_borrow_sources_[place_of(place, sub)];"
18016,2910,17,2910,68,if guard,logos::compiler::BorrowChecker::store_ref_sources,"if (std::find(dst.begin(), dst.end(), src) == dst.end())"
17725,2911,17,2911,35,statement,logos::compiler::BorrowChecker::store_ref_sources,dst.push_back(src);
4484357,2917,42,2924,6,call / statement,logos::compiler::BorrowChecker::record_ref_sources,uint32_t ln) {
4484357,2920,13,2920,17,if guard,logos::compiler::BorrowChecker::record_ref_sources,if (!val) return;
117,2920,19,2920,25,if guard,logos::compiler::BorrowChecker::record_ref_sources,if (!val) return;
4484240,2921,9,2924,6,statement,logos::compiler::BorrowChecker::record_ref_sources,"std::vector<std::pair<std::string, RefSrc>> pairs;"
2739,2932,62,2939,6,call / statement,logos::compiler::BorrowChecker::add_ref_sources,"lir_view::ExprRef val, uint32_t ln) {"
2739,2933,13,2933,25,if guard,logos::compiler::BorrowChecker::add_ref_sources,if (name.empty() || !val) return;
2739,2933,13,2933,33,if guard,logos::compiler::BorrowChecker::add_ref_sources,if (name.empty() || !val) return;
2739,2933,29,2933,33,if guard,logos::compiler::BorrowChecker::add_ref_sources,if (name.empty() || !val) return;
0,2933,35,2933,41,if guard,logos::compiler::BorrowChecker::add_ref_sources,if (name.empty() || !val) return;
2739,2934,9,2939,6,statement,logos::compiler::BorrowChecker::add_ref_sources,"std::string place = place_of(name, path);"
16397967,3012,69,3638,6,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"std::vector<std::pair<std::string, RefSrc>>& out) const {"
16397967,3013,13,3013,15,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!e) return;
1195,3013,17,3013,23,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!e) return;
16396772,3014,9,3638,6,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,using EC = lir_schema::expr::Code;
38520,3021,41,3025,10,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,auto emit_src = [&](RefSrc src) {
6586,3023,17,3023,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (pr.first == path && pr.second == src) return;
6586,3023,21,3023,37,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (pr.first == path && pr.second == src) return;
6586,3023,21,3023,57,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (pr.first == path && pr.second == src) return;
6552,3023,41,3023,57,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (pr.first == path && pr.second == src) return;
1050,3023,59,3023,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (pr.first == path && pr.second == src) return;
37470,3024,13,3025,10,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"out.emplace_back(path, std::move(src));"
35718,3026,42,3029,10,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,auto emit = [&](std::string src) {
72666,3030,46,3032,10,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,auto sub = [&](const std::string& p) {
72666,3031,20,3031,32,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,"return path.empty() ? p : path + ""."" + p;"
71759,3031,35,3031,36,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,"return path.empty() ? p : path + ""."" + p;"
907,3031,39,3031,53,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,"return path.empty() ? p : path + ""."" + p;"
68169,3064,77,3067,10,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"auto arg_retained_by_callee = [](const FlowSummary* fs, size_t idx) {"
68169,3065,20,3065,22,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return fs && fs->available && idx < fs->nparams &&
68169,3065,20,3065,39,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return fs && fs->available && idx < fs->nparams &&
68169,3065,20,3065,60,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return fs && fs->available && idx < fs->nparams &&
32462,3065,26,3065,39,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return fs && fs->available && idx < fs->nparams &&
32462,3065,43,3065,60,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return fs && fs->available && idx < fs->nparams &&
32462,3066,20,3066,56,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,(fs->to_result & (1ull << idx)) != 0;
62796,3119,46,3163,10,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,[&](lir_view::ExprRef a) -> bool {
64079,3120,20,3120,21,loop body,logos::compiler::BorrowChecker::collect_ref_sources_paths,while (a && a.kind() == EC::Cast)
64079,3120,20,3120,45,loop body,logos::compiler::BorrowChecker::collect_ref_sources_paths,while (a && a.kind() == EC::Cast)
64079,3120,25,3120,45,loop body,logos::compiler::BorrowChecker::collect_ref_sources_paths,while (a && a.kind() == EC::Cast)
1283,3121,17,3121,53,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,a = lir_view::ECastView{a}.operand();
62796,3122,17,3122,19,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!a) return false;
0,3122,21,3122,33,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!a) return false;
62796,3123,13,3163,10,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() == EC::SliceLit || a.kind() == EC::AddrOf ||
62796,3123,17,3123,41,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() == EC::SliceLit || a.kind() == EC::AddrOf ||
62796,3123,17,3123,67,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() == EC::SliceLit || a.kind() == EC::AddrOf ||
62796,3123,17,3124,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() == EC::SliceLit || a.kind() == EC::AddrOf ||
62672,3123,45,3123,67,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() == EC::SliceLit || a.kind() == EC::AddrOf ||
62580,3124,17,3124,43,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,a.kind() == EC::AddrOfTemp)
285,3125,17,3125,28,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return true;
62511,3132,13,3163,10,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool tied = false;
4,3134,13,3138,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::TupleLit:
8,3135,83,3137,18,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::ETupleLitView{a}.each_elem([&](lir_view::ExprRef inner) {
8,3136,25,3136,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
8,3136,25,3136,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
8,3136,25,3136,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4,3136,34,3136,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4,3136,43,3136,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4,3136,72,3136,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
10,3139,13,3144,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::StructLit:
26,3141,68,3143,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](std::string_view, lir_view::ExprRef inner) {"
26,3142,29,3142,34,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3142,29,3142,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3142,29,3142,74,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3142,38,3142,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3142,47,3142,74,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
5,3142,76,3142,87,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3145,13,3149,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::EnumLitData:
4313,3146,89,3148,18,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::EEnumLitDataView{a}.each_payload([&](lir_view::ExprRef inner) {
4313,3147,25,3147,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3147,25,3147,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3147,25,3147,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3147,34,3147,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3147,43,3147,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
3,3147,72,3147,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3150,13,3154,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::ArrLit:
0,3151,81,3153,18,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::EArrLitView{a}.each_elem([&](lir_view::ExprRef inner) {
0,3152,25,3152,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3152,25,3152,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3152,25,3152,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3152,34,3152,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3152,43,3152,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3152,72,3152,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
58184,3155,13,3155,27,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,default: break;
58184,3157,13,3163,10,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() != EC::Call) return false;
58184,3157,17,3157,37,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() != EC::Call) return false;
57876,3157,39,3157,51,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() != EC::Call) return false;
308,3158,13,3163,10,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(a.type(pool))) return false;
308,3158,17,3158,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(a.type(pool))) return false;
166,3158,45,3158,57,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(a.type(pool))) return false;
142,3159,13,3162,24,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::ECallView{a}.each_arg([&](lir_view::ExprRef inner) {
236,3159,74,3161,14,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::ECallView{a}.each_arg([&](lir_view::ExprRef inner) {
236,3160,21,3160,26,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
236,3160,21,3160,35,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
236,3160,21,3160,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
150,3160,30,3160,35,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
150,3160,39,3160,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
88,3160,68,3160,79,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
33147,3165,13,3169,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::AddrOf: {
33147,3167,21,3167,40,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, n) && !param_names_.count(n))"
33147,3167,21,3167,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, n) && !param_names_.count(n))"
33138,3167,44,3167,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, n) && !param_names_.count(n))"
32832,3168,21,3168,39,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,emit(std::move(n));
34765,3171,13,3636,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::AddrOfTemp: {
34765,3175,21,3175,36,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
34765,3175,21,3175,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
34765,3175,21,3176,48,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
24470,3175,40,3175,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
24463,3176,21,3176,48,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,param_names_.count(bp.root)) return;
23880,3176,50,3176,56,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,param_names_.count(bp.root)) return;
10885,3206,17,3636,23,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (bp.through_ref) {
10885,3206,21,3206,35,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (bp.through_ref) {
8011,3206,37,3210,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (bp.through_ref) {
113,3208,64,3208,75,loop body,logos::compiler::BorrowChecker::collect_ref_sources_paths,for (auto& s : ref_sources_under(bp.root)) emit_src(s);
2874,3211,17,3212,23,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,emit(bp.root);
18165,3214,13,3220,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::StructLit:
58407,3216,71,3219,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](std::string_view fname, lir_view::ExprRef fv) {"
58407,3218,33,3218,46,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"fv, fname.empty() ? path : sub(std::string(fname)), out);"
0,3218,49,3218,53,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"fv, fname.empty() ? path : sub(std::string(fname)), out);"
58407,3218,56,3218,79,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"fv, fname.empty() ? path : sub(std::string(fname)), out);"
7714,3221,13,3227,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::TupleLit: {
14259,3224,47,3226,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,[&](lir_view::ExprRef fv) {
7688,3229,13,3234,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::ArrLit:
45869,3233,47,3233,92,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](lir_view::ExprRef fv) { collect_ref_sources_paths(fv, path, out); });"
64026,3235,13,3237,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::Cast:
155547,3238,13,3277,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::MethodCall: {
155547,3246,30,3246,36,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool fat   = !plain && is_ref_kind(rt);
152921,3246,40,3246,55,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool fat   = !plain && is_ref_kind(rt);
155547,3255,32,3255,34,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
155547,3255,32,3255,51,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
155547,3255,32,3255,73,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
72661,3255,38,3255,51,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
72661,3255,55,3255,73,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
16850,3256,32,3256,57,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,type_may_carry_borrow(rt);
155547,3257,21,3257,26,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
155547,3257,21,3257,32,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
155547,3257,21,3257,67,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
155547,3257,21,3257,78,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
152921,3257,30,3257,32,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
147588,3257,36,3257,67,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
147588,3257,37,3257,40,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
2297,3257,44,3257,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
145489,3257,71,3257,78,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
20212,3257,80,3276,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
20212,3259,25,3259,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
20212,3259,25,3259,36,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
20212,3259,25,3259,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
20212,3259,25,3260,54,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
17586,3259,34,3259,36,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
12253,3259,40,3259,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
12253,3259,41,3259,44,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
2113,3259,48,3259,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
10154,3260,25,3260,54,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"arg_retained_by_callee(fs, 0))"
20190,3261,25,3261,75,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(v.receiver(), path, out);"
4924,3263,57,3275,22,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,v.each_arg([&](lir_view::ExprRef a) {
4924,3270,29,3270,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3270,29,3273,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3270,34,3273,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3270,35,3270,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3270,35,3271,72,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3270,35,3272,58,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4833,3271,35,3271,72,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,is_borrow_carrying_type(a.type(pool)) ||
4320,3272,35,3272,58,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,forms_borrow_at_call(a) ||
4320,3273,35,3273,64,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"arg_retained_by_callee(fs, i)))"
626,3274,29,3274,68,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(a, path, out);"
1007213,3279,13,3282,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::EnumLitData:
1007301,3281,47,3281,92,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](lir_view::ExprRef pl) { collect_ref_sources_paths(pl, path, out); });"
24449,3310,13,3314,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::FieldRead:
24449,3311,21,3311,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
1284,3312,21,3313,75,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
14505,3329,13,3333,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::TupleIndex:
14505,3330,21,3330,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
5303,3331,21,3332,76,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
6152,3334,13,3338,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::IndexRead:
6152,3335,21,3335,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
1721,3336,21,3337,75,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
322,3364,13,3367,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::SliceLit:
807,3368,13,3372,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::SliceIndex:
807,3369,21,3369,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
103,3370,21,3371,73,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
3751,3374,13,3378,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::IfExpr: {
44831,3380,13,3385,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::BlockExpr:
4318,3426,13,3431,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::MatchExpr:
8678,3428,53,3430,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,[&](lir_view::EMatchArmRef arm) {
0,3461,13,3463,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::Try:
