count,line,col,end_line,end_col,kind,fn,text
285,3043,17,3043,28,early return,logos::compiler::BorrowChecker::collect_ref_sources_paths,return true;
62511,3050,13,3081,10,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool tied = false;
4,3052,13,3056,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::TupleLit:
8,3053,83,3055,18,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::ETupleLitView{a}.each_elem([&](lir_view::ExprRef inner) {
8,3054,25,3054,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
8,3054,25,3054,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
8,3054,25,3054,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4,3054,34,3054,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4,3054,43,3054,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4,3054,72,3054,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
10,3057,13,3062,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::StructLit:
26,3059,68,3061,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](std::string_view, lir_view::ExprRef inner) {"
26,3060,29,3060,34,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3060,29,3060,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3060,29,3060,74,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3060,38,3060,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
26,3060,47,3060,74,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
5,3060,76,3060,87,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3063,13,3067,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::EnumLitData:
4313,3064,89,3066,18,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::EEnumLitDataView{a}.each_payload([&](lir_view::ExprRef inner) {
4313,3065,25,3065,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3065,25,3065,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3065,25,3065,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3065,34,3065,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
4313,3065,43,3065,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
3,3065,72,3065,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3068,13,3072,28,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::ArrLit:
0,3069,81,3071,18,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::EArrLitView{a}.each_elem([&](lir_view::ExprRef inner) {
0,3070,25,3070,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3070,25,3070,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3070,25,3070,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3070,34,3070,39,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3070,43,3070,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
0,3070,72,3070,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
58184,3073,13,3073,27,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,default: break;
58184,3075,13,3081,10,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() != EC::Call) return false;
58184,3075,17,3075,37,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() != EC::Call) return false;
57876,3075,39,3075,51,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a.kind() != EC::Call) return false;
308,3076,13,3081,10,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(a.type(pool))) return false;
308,3076,17,3076,43,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(a.type(pool))) return false;
166,3076,45,3076,57,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(a.type(pool))) return false;
142,3077,13,3080,24,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::ECallView{a}.each_arg([&](lir_view::ExprRef inner) {
236,3077,74,3079,14,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::ECallView{a}.each_arg([&](lir_view::ExprRef inner) {
236,3078,21,3078,26,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
236,3078,21,3078,35,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
236,3078,21,3078,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
150,3078,30,3078,35,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
150,3078,39,3078,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
88,3078,68,3078,79,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!tied && inner && forms_borrow_at_call(inner)) tied = true;
33147,3083,13,3087,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::AddrOf: {
33147,3085,21,3085,40,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, n) && !param_names_.count(n))"
33147,3085,21,3085,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, n) && !param_names_.count(n))"
33138,3085,44,3085,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, n) && !param_names_.count(n))"
32832,3086,21,3086,39,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,emit(std::move(n));
34765,3089,13,3554,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::AddrOfTemp: {
34765,3093,21,3093,36,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
34765,3093,21,3093,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
34765,3093,21,3094,48,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
24470,3093,40,3093,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (bp.root.empty() || !var_has(bp.root_slot, bp.root) ||"
24463,3094,21,3094,48,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,param_names_.count(bp.root)) return;
23880,3094,50,3094,56,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,param_names_.count(bp.root)) return;
10885,3124,17,3554,23,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (bp.through_ref) {
10885,3124,21,3124,35,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (bp.through_ref) {
8011,3124,37,3128,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (bp.through_ref) {
113,3126,64,3126,75,loop body,logos::compiler::BorrowChecker::collect_ref_sources_paths,for (auto& s : ref_sources_under(bp.root)) emit_src(s);
2874,3129,17,3130,23,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,emit(bp.root);
18165,3132,13,3138,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::StructLit:
58407,3134,71,3137,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](std::string_view fname, lir_view::ExprRef fv) {"
58407,3136,33,3136,46,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"fv, fname.empty() ? path : sub(std::string(fname)), out);"
0,3136,49,3136,53,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"fv, fname.empty() ? path : sub(std::string(fname)), out);"
58407,3136,56,3136,79,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"fv, fname.empty() ? path : sub(std::string(fname)), out);"
7714,3139,13,3145,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::TupleLit: {
14259,3142,47,3144,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,[&](lir_view::ExprRef fv) {
7688,3147,13,3152,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::ArrLit:
45869,3151,47,3151,92,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](lir_view::ExprRef fv) { collect_ref_sources_paths(fv, path, out); });"
64026,3153,13,3155,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::Cast:
155547,3156,13,3195,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::MethodCall: {
155547,3164,30,3164,36,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool fat   = !plain && is_ref_kind(rt);
152921,3164,40,3164,55,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool fat   = !plain && is_ref_kind(rt);
155547,3173,32,3173,34,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
155547,3173,32,3173,51,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
155547,3173,32,3173,73,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
72661,3173,38,3173,51,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
72661,3173,55,3173,73,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,bool by_flow = fs && fs->available && fs->to_result != 0 &&
16850,3174,32,3174,57,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,type_may_carry_borrow(rt);
155547,3175,21,3175,26,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
155547,3175,21,3175,32,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
155547,3175,21,3175,67,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
155547,3175,21,3175,78,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
152921,3175,30,3175,32,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
147588,3175,36,3175,67,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
147588,3175,37,3175,40,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
2297,3175,44,3175,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
145489,3175,71,3175,78,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
20212,3175,80,3194,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) || by_flow) {
20212,3177,25,3177,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
20212,3177,25,3177,36,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
20212,3177,25,3177,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
20212,3177,25,3178,54,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
17586,3177,34,3177,36,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
12253,3177,40,3177,71,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
12253,3177,41,3177,44,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
2113,3177,48,3177,70,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (plain || bc || (fat && result_borrows_self(v)) ||
10154,3178,25,3178,54,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"arg_retained_by_callee(fs, 0))"
20190,3179,25,3179,75,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(v.receiver(), path, out);"
4924,3181,57,3193,22,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,v.each_arg([&](lir_view::ExprRef a) {
4924,3188,29,3188,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3188,29,3191,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3188,34,3191,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3188,35,3188,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3188,35,3189,72,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4924,3188,35,3190,58,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
4833,3189,35,3189,72,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,is_borrow_carrying_type(a.type(pool)) ||
4320,3190,35,3190,58,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,forms_borrow_at_call(a) ||
4320,3191,35,3191,64,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"arg_retained_by_callee(fs, i)))"
626,3192,29,3192,68,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(a, path, out);"
1007213,3197,13,3200,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::EnumLitData:
1007301,3199,47,3199,92,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"[&](lir_view::ExprRef pl) { collect_ref_sources_paths(pl, path, out); });"
24449,3228,13,3232,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::FieldRead:
24449,3229,21,3229,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
1284,3230,21,3231,75,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
14505,3247,13,3251,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::TupleIndex:
14505,3248,21,3248,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
5303,3249,21,3250,76,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
6152,3252,13,3256,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::IndexRead:
6152,3253,21,3253,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
1721,3254,21,3255,75,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
322,3282,13,3285,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::SliceLit:
807,3286,13,3290,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::SliceIndex:
807,3287,21,3287,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool)))
103,3288,21,3289,73,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,collect_ref_sources_paths(
3751,3292,13,3296,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::IfExpr: {
44831,3298,13,3303,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::BlockExpr:
4318,3344,13,3349,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::MatchExpr:
8678,3346,53,3348,22,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,[&](lir_view::EMatchArmRef arm) {
0,3379,13,3381,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::Try:
1444,3382,13,3554,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::Deref:
1444,3403,21,3403,57,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!type_may_carry_borrow(e.type(pool))) return;
1368,3403,59,3403,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!type_may_carry_borrow(e.type(pool))) return;
76,3404,17,3554,23,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,{
76,3406,34,3406,36,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,TypeRef ot = op ? op.type(pool) : TypeRef(nullptr);
76,3406,39,3406,52,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,TypeRef ot = op ? op.type(pool) : TypeRef(nullptr);
0,3406,55,3406,71,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,TypeRef ot = op ? op.type(pool) : TypeRef(nullptr);
76,3407,25,3407,27,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (ot && ot.kind() == LogosType::Kind::Ptr) return;
76,3407,25,3407,64,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (ot && ot.kind() == LogosType::Kind::Ptr) return;
76,3407,31,3407,64,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (ot && ot.kind() == LogosType::Kind::Ptr) return;
50,3407,66,3407,72,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (ot && ot.kind() == LogosType::Kind::Ptr) return;
26,3408,21,3410,23,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(op, path, out);"
944,3419,13,3554,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::ClosureCall:
1360,3420,13,3554,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::FnPtrCall: {
1360,3422,21,3422,37,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(rt) && !is_borrow_carrying_type(rt)) return;
1360,3422,21,3422,69,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(rt) && !is_borrow_carrying_type(rt)) return;
1339,3422,41,3422,69,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(rt) && !is_borrow_carrying_type(rt)) return;
1321,3422,71,3422,77,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (!is_ref_kind(rt) && !is_borrow_carrying_type(rt)) return;
39,3423,17,3554,23,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,const auto* caps = closure_caps_of(call_callee(e));
39,3424,21,3424,25,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (caps) {
12,3424,27,3428,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (caps) {
12,3426,25,3426,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, c) && !param_names_.count(c)) emit(c);"
12,3426,29,3426,48,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, c) && !param_names_.count(c)) emit(c);"
12,3426,29,3426,74,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, c) && !param_names_.count(c)) emit(c);"
12,3426,52,3426,74,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, c) && !param_names_.count(c)) emit(c);"
12,3426,76,3426,83,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,"if (var_has(NO_SLOT, c) && !param_names_.count(c)) emit(c);"
27,3429,17,3508,23,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (e.kind() == EC::FnPtrCall) {
27,3429,21,3429,46,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (e.kind() == EC::FnPtrCall) {
26,3429,48,3507,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (e.kind() == EC::FnPtrCall) {
27,3498,83,3506,22,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,lir_view::EFnPtrCallView{e}.each_arg([&](lir_view::ExprRef a) {
27,3500,29,3500,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
27,3500,29,3504,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
27,3500,34,3504,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
27,3500,35,3500,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
27,3500,35,3501,72,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
27,3500,35,3502,58,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
27,3500,35,3503,69,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
8,3501,35,3501,72,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,is_borrow_carrying_type(a.type(pool)) ||
8,3502,35,3502,58,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,forms_borrow_at_call(a) ||
8,3503,35,3503,69,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,(!fs && is_ref_kind(a.type(pool))) ||
8,3503,36,3503,39,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,(!fs && is_ref_kind(a.type(pool))) ||
3,3503,43,3503,68,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,(!fs && is_ref_kind(a.type(pool))) ||
5,3504,35,3504,64,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"arg_retained_by_callee(fs, i)))"
25,3505,29,3505,68,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(a, path, out);"
192105,3510,13,3543,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::Call: {
192105,3530,21,3530,56,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool))) {
35405,3530,58,3542,18,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (type_may_carry_borrow(e.type(pool))) {
64514,3533,57,3541,22,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,v.each_arg([&](lir_view::ExprRef a) {
64514,3536,29,3536,30,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
64514,3536,29,3539,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
64514,3536,34,3539,65,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
64514,3536,35,3536,66,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
64514,3536,35,3537,72,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
64514,3536,35,3538,58,if guard,logos::compiler::BorrowChecker::collect_ref_sources_paths,if (a && (is_plain_ref_kind(a.type(pool)) ||
56309,3537,35,3537,72,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,is_borrow_carrying_type(a.type(pool)) ||
53975,3538,35,3538,58,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,forms_borrow_at_call(a) ||
53690,3539,35,3539,64,call / statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"arg_retained_by_callee(fs, i)))"
22598,3540,29,3540,68,statement,logos::compiler::BorrowChecker::collect_ref_sources_paths,"collect_ref_sources_paths(a, path, out);"
12474483,3548,13,3551,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,case EC::VarRef: {
2689,3550,54,3550,65,loop body,logos::compiler::BorrowChecker::collect_ref_sources_paths,for (auto& s : ref_sources_under(n)) emit_src(s);
2299972,3553,13,3554,23,switch arm,logos::compiler::BorrowChecker::collect_ref_sources_paths,default:
10595507,3561,67,3567,6,statement,logos::compiler::BorrowChecker::collect_ref_sources,std::vector<std::string>& out) const {
19879,3565,13,3566,46,if guard,logos::compiler::BorrowChecker::collect_ref_sources,"if (std::find(out.begin(), out.end(), pr.second.name) == out.end())"
19879,3565,17,3565,79,if guard,logos::compiler::BorrowChecker::collect_ref_sources,"if (std::find(out.begin(), out.end(), pr.second.name) == out.end())"
19879,3566,17,3566,46,statement,logos::compiler::BorrowChecker::collect_ref_sources,out.push_back(pr.second.name);
808,3574,79,3579,6,call / statement,logos::compiler::BorrowChecker::path_prefix_or_eq,"static bool path_prefix_or_eq(const std::string& a, const std::string& b) {"
808,3575,13,3575,22,if guard,logos::compiler::BorrowChecker::path_prefix_or_eq,if (a.empty()) return true;  // whole-value covers everything
3,3575,24,3575,35,if guard,logos::compiler::BorrowChecker::path_prefix_or_eq,if (a.empty()) return true;  // whole-value covers everything
805,3576,9,3579,6,if guard,logos::compiler::BorrowChecker::path_prefix_or_eq,if (b.size() < a.size()) return false;
805,3576,13,3576,32,if guard,logos::compiler::BorrowChecker::path_prefix_or_eq,if (b.size() < a.size()) return false;
146,3576,34,3576,46,if guard,logos::compiler::BorrowChecker::path_prefix_or_eq,if (b.size() < a.size()) return false;
